TICKET_ID,SUBMIT_DATE,SUBMIT_TIMESTAMP,CUSTOMER_ID,CUSTOMER_TIER,CHANNEL,PRIORITY,STATUS,PRODUCT_AREA,CLASSIFICATION,SENTIMENT,FIRST_RESPONSE_TIME_HOURS,RESOLUTION_TIME_HOURS,TICKET_SUBJECT,TICKET_DESCRIPTION,AGENT_NOTES
SP-2025-00819,2025-05-27,2025-05-27 17:33:12.434,CUS-28063,Pro,Mobile App,High,In Progress,Powder Analytics Engine,General Inquiry,Negative,4,14,Powder Analytics Engine Performance Issues - Unacceptable Query Response Times,"I'm extremely frustrated with the deteriorating performance of the Powder Analytics Engine over the past two weeks. As a Pro tier customer, I expect reliable service, but what I'm experiencing is completely unacceptable.

My dashboard queries that used to execute in 3-5 seconds are now taking 45+ seconds, and some are timing out entirely. This is killing my productivity and making Snow InsAIght practically unusable for real-time analysis. I've tried refreshing the mobile app, clearing cache, and even reinstalling, but nothing works.

Specific issues I'm encountering:
- Complex aggregation queries on datasets over 500K rows are consistently failing
- The predictive modeling features in Powder Analytics are throwing ""processing timeout"" errors
- Real-time data streaming appears to be lagging by 10-15 minutes
- Custom visualization rendering is painfully slow

I'm running the latest version of your mobile app (v4.2.1) on iOS 17, and my internet connection is solid (100+ Mbps). This isn't a client-side issue.

I've been a loyal Pro customer for over 18 months and have recommended Snow InsAIght to colleagues, but this level of service degradation is embarrassing. I need immediate resolution or I'll be forced to evaluate alternatives. My team depends on these analytics for daily operations, and we can't afford this downtime.

What's your plan to fix the Powder Analytics Engine performance issues? I expect a detailed response and timeline for resolution.",Escalated to L2 support.
SP-2025-00820,2025-06-15,2025-06-15 03:12:12.434,CUS-54245,Basic,Email,Medium,In Progress,Frost Mobile App,Feature Request,Negative,4,138,Frost Mobile App Desperately Needs Offline Dashboard Access Feature,"Dear Snow InsAIght Support Team,

I am writing to express my serious frustration with the current limitations of the Frost Mobile App and to formally request a critical feature that should have been included from day one.

As a Basic tier customer, I rely heavily on the Frost Mobile App to access my dashboards while traveling for business. However, I am extremely disappointed that there is absolutely no offline capability whatsoever. When I'm on flights, in areas with poor connectivity, or dealing with network outages, I cannot access ANY of my previously viewed dashboards or reports. This is completely unacceptable in 2024.

Currently, I'm forced to take screenshots of my dashboards before traveling, which defeats the entire purpose of having a mobile analytics platform. I've also tried exporting reports to PDF through the web interface and saving them locally, but this is a tedious workaround that doesn't allow for any interactivity.

Competitors like Tableau Mobile and Power BI Mobile have had offline dashboard caching for years. They allow users to download dashboards for offline viewing with the last refreshed data. Why doesn't Snow InsAIght offer this basic functionality?

I need the Frost Mobile App to:
1. Cache recently viewed dashboards automatically
2. Allow manual download of specific dashboards for offline access
3. Display the last refresh timestamp when viewing offline content
4. Sync updates when connectivity is restored

This feature is essential for my business operations, and frankly, I'm considering switching to a competitor if this isn't addressed soon. Many of my colleagues have already moved to other platforms specifically because of this limitation.

I expect a timeline for when this feature will be implemented, not just another generic response about ""considering feedback for future releases.""

Regards,
Michael Chen
Senior Sales Analyst
mchen@techsolutions.com",Initial triage completed.
SP-2025-00821,2025-05-06,2025-05-06 08:29:12.434,CUS-22391,Pro,Email,High,Resolved,Iceberg Billing System,Technical,Neutral,4,45,FROST-401 Error in Iceberg Billing System - Unable to Access Invoice Data,"Dear Snow InsAIght Support Team,

I hope this message finds you well. I am writing to report a technical issue I've been experiencing with the Iceberg Billing System since approximately 2:30 PM EST today.

When attempting to access our monthly billing dashboard and invoice history, I consistently receive error code FROST-401. This error appears both when accessing the system through Safari (Version 17.1.2) on macOS Sonoma and through the Frost Mobile App on my iPhone.

I understand there may be widespread system issues affecting the platform today, as I've noticed intermittent connectivity problems and slower response times across various Snow InsAIght modules. However, the billing system access is particularly critical for us as we need to review our current usage metrics and prepare our quarterly budget report.

Steps I have already attempted:
1. Cleared browser cache and cookies
2. Logged out and back into my Pro account
3. Tried accessing through incognito/private browsing mode
4. Attempted access via the Frost Mobile App
5. Verified my account permissions haven't changed

The error message displays: ""Authentication failed - FROST-401: Unable to validate billing access credentials. Please contact support if this issue persists.""

Could you please provide an estimated timeline for resolution? Additionally, if there's a workaround available to access our billing data during this outage, that would be greatly appreciated.

Thank you for your assistance during what appears to be a challenging technical situation.

Best regards,
Michael Chen
Finance Director
DataFlow Solutions Inc.
Pro Account ID: PRO-7829",Escalated to L2 support. Requested additional system logs.
SP-2025-00822,2025-05-31,2025-05-31 00:50:12.434,CUS-15498,Pro,Email,Critical,Resolved,Iceberg Billing System,Billing,Negative,1,12,Urgent: Incorrect Billing After Pro Plan Downgrade - Invoice SP-INV-4782,"Dear Snow InsAIght Support Team,

I am writing to express my serious concern regarding a significant billing error on our account following our recent plan downgrade. Despite submitting a formal downgrade request from Pro to Standard tier on March 15th, we have been incorrectly charged the full Pro subscription amount on invoice SP-INV-4782.

Our account (Account ID: SI-PRO-89234) was supposed to be downgraded effective April 1st, reducing our user count from 25 to 15 users and eliminating premium Iceberg Billing System features we no longer require. However, the invoice dated April 3rd shows a charge of $2,847 for the full Pro tier instead of the expected $1,695 for our Standard subscription.

This billing discrepancy is particularly frustrating as we specifically initiated the downgrade to reduce costs due to budget constraints. We have been loyal Snow InsAIght customers for over two years and have never experienced such billing issues with your Iceberg system before.

I have attempted to resolve this through your automated billing portal, but the system continues to show our account as Pro tier despite our downgrade confirmation email from your team dated March 18th (Reference: DG-2024-0318-4429). This error is causing significant financial strain and requires immediate attention.

I expect a full refund of the overcharged amount ($1,152) and confirmation that our account has been properly downgraded in your Iceberg Billing System. Please expedite this resolution as this impacts our monthly budget reconciliation.

Regards,
Michael Chen
Finance Director
DataFlow Solutions Inc.
mchen@dataflowsolutions.com
(555) 234-7890",Escalated to L2 support. Verified account details and billing history.
SP-2025-00823,2025-06-17,2025-06-17 19:53:12.434,CUS-24304,Enterprise,Mobile App,Medium,In Progress,Crystal Integration Hub,Technical,Negative,2,39,URGENT: Crystal Integration Hub failing with SNOW-500 errors blocking production workflows,"This is absolutely unacceptable. Our production data pipelines have been completely broken for the past 6 hours due to critical failures in the Crystal Integration Hub. We're getting persistent SNOW-500 errors every time we attempt to sync our Salesforce and SAP data sources through the hub.

I'm accessing this through the Snow InsAIght mobile app on Android 13, and the error consistently appears when trying to execute our scheduled integration workflows. The exact error message states: 'SNOW-500: Integration pipeline execution failed - Unable to establish secure connection to data source endpoints.'

We've already attempted the following troubleshooting steps:
- Cleared app cache and reinstalled the mobile application
- Verified all API credentials and connection strings are valid
- Tested individual data source connections (both work fine independently)
- Restarted the integration workflows multiple times
- Checked our firewall settings and whitelisted all Snow InsAIght IP ranges

This is causing massive disruption to our business operations. Our executive dashboards are showing stale data, and we have board presentations scheduled for tomorrow morning that depend on real-time analytics from these integrated data sources. As an Enterprise customer paying premium rates, we expect immediate resolution and better system reliability.

The Crystal Integration Hub has been increasingly unstable over the past two weeks, with intermittent connection drops and slower sync times. This complete failure is the final straw. We need your senior technical team involved immediately, not standard tier-1 support responses.",Requested additional system logs. Enterprise customer - prioritized handling.
SP-2025-00824,2025-03-25,2025-03-25 13:49:12.434,CUS-21210,Enterprise,Phone,Low,Resolved,Tundra Security Module,Feature Request,Negative,12,398,Urgent: Tundra Security Module lacks granular role-based access controls for enterprise compliance,"Look, I'm calling because we're frankly frustrated with the current state of the Tundra Security Module's access control capabilities. We've been a Snow InsAIght Enterprise customer for three years now, and this is becoming a serious blocker for our compliance requirements.

Here's the issue - the current role-based access control system in Tundra is way too basic for our enterprise needs. We can only assign users to broad categories like 'Analyst,' 'Manager,' or 'Admin,' but we need granular permissions at the dataset, dashboard, and even individual metric level. Our compliance team is breathing down our necks because we can't demonstrate proper data segregation between different business units.

Right now, we're having to maintain separate Snow InsAIght instances for different departments, which is costing us a fortune and creating data silos that defeat the whole purpose of having a unified analytics platform. We're literally paying for multiple Enterprise licenses when we should only need one.

What we need is the ability to create custom roles with specific permissions - like read-only access to certain data sources, ability to create but not publish dashboards, or access restricted to specific time ranges of data. Tableau and Power BI both offer this level of granularity, and honestly, we're starting to question why we're paying premium prices for Snow InsAIght when competitors are ahead on basic security features.

Our IT security team has flagged this as a high-risk issue, and if we can't get a timeline for when this functionality will be available, we'll have to seriously consider migrating to a platform that can meet our enterprise security requirements. We need this feature request prioritized immediately.",Enterprise customer - prioritized handling.
SP-2025-00825,2025-05-03,2025-05-03 00:20:12.434,CUS-74509,Basic,Web Form,High,Resolved,Crystal Integration Hub,Technical,Negative,6,35,Crystal Integration Hub failing with STORM-RATE-LIMIT error - Alpine Campaign Builder broken,"I'm extremely frustrated with Snow InsAIght right now. I've been trying to set up a basic data sync between our CRM and the Crystal Integration Hub for the past 3 hours, and it keeps failing with this cryptic STORM-RATE-LIMIT error code. This is completely unacceptable for a platform that's supposed to be ""leading"" in data analytics.

Here's what's happening: Every time I try to configure the integration through the Alpine Campaign Builder, it processes for about 30 seconds then throws the STORM-RATE-LIMIT error and kicks me back to the main dashboard. I'm running this on macOS Monterey using Chrome (latest version), and I've already tried:

1. Clearing my browser cache and cookies
2. Switching to Safari - same issue
3. Reducing the data batch size from 1000 to 100 records
4. Waiting 2 hours between attempts thinking it was a temporary limit
5. Restarting the entire integration setup from scratch

Nothing works! The error message doesn't explain what the actual rate limit is or how long I need to wait. Your documentation doesn't mention this error code anywhere either - I searched extensively.

This is seriously impacting my work. I have a campaign that needs to go live tomorrow morning, and I can't even get the basic customer data synced. For a paid service, this level of reliability is completely unacceptable. I'm starting to question whether Snow InsAIght is the right platform for our business needs.

I need this fixed immediately, not in 24-48 hours like your usual response time. Please escalate this to someone who can actually resolve technical issues.",Escalated to L2 support. Requested additional system logs.
SP-2025-00826,2025-04-01,2025-04-01 20:48:12.434,CUS-33667,Enterprise,Web Form,Medium,Resolved,Glacier Reports,General Inquiry,Positive,4,49,Glacier Reports Performance Optimization - Best Practices Inquiry,"Hello Snow InsAIght Support Team,

I hope this message finds you well. I'm reaching out to inquire about best practices for optimizing our Glacier Reports performance, particularly for our large-scale enterprise deployments.

First, I want to express how impressed our organization has been with Snow InsAIght's capabilities. The platform has significantly streamlined our data analytics workflows, and the Glacier Reports module has become an integral part of our monthly executive reporting cycle. The intuitive dashboard design and robust data visualization options have received excellent feedback from our C-suite stakeholders.

We're currently processing approximately 2.5TB of historical data through Glacier Reports on a monthly basis, generating comprehensive analytics reports for our global operations across 15 regional offices. The automated scheduling feature has been particularly valuable, allowing us to deliver consistent reporting without manual intervention.

As we're planning to expand our data retention policies and increase our dataset size to approximately 4TB over the next quarter, I wanted to proactively understand:

1. Recommended configuration settings for handling larger datasets in Glacier Reports
2. Best practices for query optimization when working with extended historical data ranges
3. Any upcoming features or enhancements that might benefit our use case
4. Guidance on leveraging caching strategies to improve report generation times

Our technical team has been working closely with the current documentation, which has been comprehensive and well-structured. However, given our scale and growth trajectory, we'd appreciate any enterprise-specific recommendations you might have.

Thank you for your continued excellent support. We look forward to your insights and recommendations.

Best regards,
Sarah Mitchell
Senior Data Analytics Manager
Global Enterprises Inc.",Enterprise customer - prioritized handling.
SP-2025-00827,2025-03-21,2025-03-21 20:31:12.434,CUS-63529,Basic,Mobile App,Low,In Progress,Iceberg Billing System,General Inquiry,Neutral,16,118,Question about Iceberg Billing charges on my Snow InsAIght account,"Hi there, I'm looking at my Snow InsAIght account and have some questions about the Iceberg Billing charges that showed up this month. I'm on the Basic plan and noticed some line items I don't fully understand. There's a charge for 'Data Processing Units' and another for 'Storage Overage' but I'm not sure what triggered these. I've been using the platform to analyze our sales data - mostly uploading CSV files and creating basic dashboards. The data sets aren't huge, maybe 50,000 rows max. I thought everything was included in my Basic subscription but maybe I'm missing something? Could someone explain what these charges are for and how I can avoid them in the future? I don't want any surprises on next month's bill. Also, is there a way to set up billing alerts so I know when I'm approaching any limits? I tried looking in the mobile app settings but couldn't find anything obvious. Thanks for your help!",Initial triage completed.
SP-2025-00828,2025-04-15,2025-04-15 20:27:12.434,CUS-23253,Pro,Chat,Low,In Progress,Avalanche API,General Inquiry,Negative,27,114,Avalanche API keeps timing out - losing critical data pulls,"Hey support team, I'm getting really frustrated here. Our Avalanche API calls have been timing out constantly for the past 3 days and it's seriously impacting our business operations. We're on the Pro plan and this kind of reliability issue is completely unacceptable.

Specifically, we're hitting timeouts on our scheduled data pulls from our CRM system. The API calls that normally complete in 30-45 seconds are now hanging for 5+ minutes before failing out. Error codes we're seeing are mostly 504 Gateway Timeout, but also getting some random 500 Internal Server errors.

This is affecting our daily reporting pipeline that feeds directly into executive dashboards. My team is scrambling to manually pull data and frankly, we're considering other platforms if this doesn't get resolved ASAP.

We've tried reducing batch sizes from 10k to 2k records per call, implemented exponential backoff retry logic, and even switched to different API endpoints - nothing works consistently. The weird part is it works fine sometimes, then completely craps out for hours.

I need someone to look into what's going on with your infrastructure because this is costing us serious time and money. Our API key is AVLNCH_PRO_8847291 if you need to check our usage patterns. Can we get on a call today to discuss this?",Initial triage completed.
SP-2025-00829,2025-05-06,2025-05-06 14:27:12.434,CUS-93384,Basic,Email,Critical,New,Powder Analytics Engine,Technical,Neutral,2,30,Snow InsAIght Powder Analytics Engine - DRIFT-PERMISSION Error During System Issues,"Dear Snow InsAIght Support Team,

I hope this message finds you well. I am writing to report a technical issue I've been experiencing with the Powder Analytics Engine that appears to be related to the widespread system problems affecting your platform today.

Since approximately 2:30 PM EST, I have been unable to access several key features within our Powder Analytics dashboard. When attempting to run scheduled data queries or access user permission settings through the Drift User Management interface, I consistently receive the following error message:

Error Code: DRIFT-PERMISSION
Message: ""Unable to validate user permissions. Service temporarily unavailable.""

I understand that Snow InsAIght is currently experiencing technical difficulties, and I suspect this issue may be connected to those broader system problems. However, I wanted to document this specific error for your team's awareness and resolution tracking.

Steps I have already attempted:
1. Cleared browser cache and cookies (using Chrome on Windows 10)
2. Logged out and back into the platform
3. Tried accessing the system through our SAML single sign-on portal
4. Attempted to access the features from a different browser (Firefox)

All attempts have resulted in the same DRIFT-PERMISSION error. Our team relies on these analytics for daily reporting, so any guidance on expected resolution timeframes would be greatly appreciated.

Thank you for your attention to this matter during what I'm sure is a challenging time for your technical team.

Best regards,
Michael Chen
Data Analyst
TechFlow Solutions
mchen@techflowsolutions.com",Escalated to L2 support. Requested additional system logs.
SP-2025-00830,2025-06-02,2025-06-02 21:51:12.434,CUS-17013,Enterprise,Email,Low,Resolved,Powder Analytics Engine,Billing,Neutral,14,215,Billing Inquiry: Powder Analytics Engine Upgrade Charges on Invoice SP-INV-4782,"Dear Snow InsAIght Support Team,

I hope this message finds you well. I am writing to request clarification regarding our recent invoice SP-INV-4782 dated November 15, 2024, specifically concerning charges related to our Powder Analytics Engine upgrade.

Our organization, DataCorp Solutions, upgraded our Powder Analytics Engine from the Standard tier to the Premium tier on October 20, 2024, to accommodate our expanding data processing requirements. The upgrade was necessary to support our increased concurrent query load and to access the advanced machine learning capabilities for our quarterly business intelligence reporting.

Upon reviewing the invoice, I notice the following items that require clarification:

1. The prorated charges for the Premium tier upgrade appear to be calculated from October 1st rather than our actual upgrade date of October 20th
2. There is an additional line item for ""Powder Analytics Engine - Enhanced Compute Resources"" totaling $2,847.50 that was not mentioned during our upgrade consultation
3. Our user count shows 47 licensed users, but we currently have 45 active users in our enterprise account

I have our original upgrade confirmation email from your sales team dated October 18, 2024, which outlined different pricing expectations. Could you please review our account billing configuration and provide a detailed breakdown of these charges?

We value our partnership with Snow InsAIght and want to ensure our billing is accurate before processing payment. Our typical payment processing timeline is 30 days, and we would appreciate resolution within the next week to maintain our standard payment schedule.

Thank you for your attention to this matter. Please let me know if you require any additional information from our end.

Best regards,

Michael Chen
Director of IT Operations
DataCorp Solutions
michael.chen@datacorpsolutions.com
(555) 234-7890",Verified account details and billing history. Enterprise customer - prioritized handling.
SP-2025-00831,2025-03-29,2025-03-29 00:24:12.434,CUS-24837,Enterprise,Mobile App,Medium,Resolved,Crystal Integration Hub,Technical,Neutral,5,35,Crystal Integration Hub SNOW-500 Error Blocking Glacier Reports Sync,"We're experiencing a critical issue with our Crystal Integration Hub that's preventing our scheduled Glacier Reports from syncing properly. Since yesterday morning, we've been getting a SNOW-500 error whenever we attempt to refresh our quarterly financial dashboards through the mobile app. Our team relies heavily on these reports for executive briefings, and this disruption is impacting our operations significantly. I've already tried clearing the app cache, logging out and back in, and even reinstalling the Snow InsAIght mobile app on my Windows tablet, but the error persists. The integration was working flawlessly until this week, and we haven't made any configuration changes on our end. When I navigate to the Crystal Integration Hub through the mobile interface, I can see all our data sources listed, but clicking on any Glacier Report triggers the SNOW-500 error immediately. Our IT team has confirmed that our API credentials are still valid and our firewall settings haven't changed. We need this resolved urgently as we have a board presentation scheduled for tomorrow afternoon that depends on these reports. Can someone from your technical team investigate this integration issue and provide an ETA for resolution? We're also wondering if this might be related to any recent platform updates or maintenance windows that could have affected the Crystal Integration Hub functionality.",Requested additional system logs. Enterprise customer - prioritized handling.
SP-2025-00832,2025-03-23,2025-03-23 19:38:12.434,CUS-54826,Enterprise,Web Form,High,New,Peak Notification Center,Technical,Negative,2,15,URGENT: Peak Notification Center completely broken - DRIFT-PERMISSION errors blocking critical alerts,"This is absolutely unacceptable. Our Peak Notification Center has been completely non-functional for the past 18 hours, and we're missing critical system alerts that our operations team depends on. Every time we try to access notification settings or view alert history, we get hit with ""DRIFT-PERMISSION"" error codes that make zero sense.

I've been working with Snow InsAIght for three years as our Enterprise Analytics Director, and this is by far the worst outage we've experienced. We're running Microsoft Edge (latest version) on Windows 11 Enterprise, and I've already cleared cache, tried incognito mode, and even switched to different user accounts - nothing works.

What's particularly infuriating is that I can access the Blizzard Admin Panel just fine, but the moment I try to configure notification thresholds or check why our data pipeline alerts aren't firing, I get slammed with these DRIFT-PERMISSION errors. Our compliance team is breathing down my neck because we missed several SLA breach notifications overnight.

I've already escalated this through our usual channels and tried the standard troubleshooting steps your Level 1 support always suggests. This isn't a browser issue or user error - this is clearly a platform-wide problem with your notification system's permission handling. We're paying significant enterprise fees for reliable service, and right now Snow InsAIght is failing to deliver on basic functionality.

We need this resolved immediately, not in 24-48 hours. Our Q4 reporting depends on these alerts functioning properly, and every hour of downtime is costing us operational visibility we can't afford to lose.",Escalated to L2 support. Requested additional system logs. Enterprise customer - prioritized handling.
SP-2025-00833,2025-05-11,2025-05-11 22:35:12.434,CUS-67047,Pro,Chat,Critical,In Progress,Drift User Management,Technical,Negative,1,19,Snow InsAIght Drift User Management completely broken - PEAK-TIMEOUT errors blocking SSO,"This is absolutely ridiculous. I've been trying to manage user access in Drift for the past 2 hours and your system is completely broken. Every time I try to add new users or modify existing permissions, I get hit with PEAK-TIMEOUT errors and the whole interface just crashes.

I'm using Chrome on Windows 11 with our corporate SSO setup, and nothing is working. The Drift User Management dashboard won't even load properly - it just sits there spinning or throws error codes. When I try to access it through the Frost Mobile App, same story - complete failure.

I've already tried:
- Clearing browser cache and cookies
- Switching to incognito mode
- Trying different browsers (Firefox, Edge)
- Restarting the SSO connection
- Logging out and back in multiple times

None of this basic troubleshooting worked because clearly this is on YOUR end. I can see from social media that other customers are having the same issues, so this looks like a major outage that you guys haven't even acknowledged yet.

This is costing us serious productivity. We have 15 new analysts who need access TODAY for a critical project deadline, and I can't provision their accounts because your platform is down. Our Pro tier subscription is supposed to guarantee better uptime and support - where is it?

I need this fixed immediately or we're going to have to seriously reconsider our contract renewal. This kind of instability is unacceptable for a business-critical platform.",Escalated to L2 support. Requested additional system logs.
SP-2025-00834,2025-04-29,2025-04-29 02:50:12.434,CUS-45206,Basic,Phone,Low,Resolved,Snowflake Dashboard,Technical,Neutral,38,187,Snow InsAIght Snowflake Dashboard Error FREEZE-INVALID-REQ When Running Reports,"Hi, so I'm calling because I'm having trouble with my Snowflake Dashboard in Snow InsAIght. Um, every time I try to run any report through the dashboard, I keep getting this error message that says FREEZE-INVALID-REQ. I'm not really sure what that means or how to fix it. I'm using Safari on my Mac, if that matters. Let me see... I've tried refreshing the page a few times, and I even logged out and logged back in, but the same thing keeps happening. The dashboard loads fine initially, and I can see all my data sources and everything looks normal. But as soon as I click on any report or try to generate a new one using the Powder Analytics Engine, that's when I get the error. It's been doing this for about two days now. I tried switching to a different report template thinking maybe it was just one specific report, but no, it happens with all of them. I also cleared my browser cache yesterday thinking that might help, but still no luck. The error usually pops up right after I select my date range and hit the generate button. Is this a known issue? I need to get my weekly reports done for my manager, so any help would be great. Oh, and I should mention I'm on the basic plan if that makes a difference.",Requested additional system logs.
SP-2025-00835,2025-05-17,2025-05-17 02:23:12.434,CUS-75259,Basic,Web Form,Critical,Resolved,Snowflake Dashboard,Bug Report,Negative,1,31,Snow InsAIght Snowflake Dashboard completely broken - STORM-RATE-LIMIT errors everywhere,"This is absolutely ridiculous! I've been trying to access my Snowflake Dashboard for the past 3 hours and your entire system is falling apart. Every single time I try to load my billing reports, I get hit with STORM-RATE-LIMIT error codes that make no sense.

Here's exactly what's happening:
1. Log into Snow InsAIght platform normally
2. Navigate to Snowflake Dashboard from main menu
3. Click on 'Billing Reports' section
4. Try to access Iceberg Billing System data
5. Page loads for about 30 seconds then crashes with STORM-RATE-LIMIT error
6. Refresh the page - same error immediately
7. Try different browsers (Chrome, Firefox) - same garbage results

What I EXPECTED: My monthly billing dashboard should load showing all my Snowflake compute costs and storage usage like it has for the past 6 months.

What I'm ACTUALLY getting: Nothing but error messages and a completely useless platform that I'm paying for!

I can see from your status page that there's some kind of major outage happening, but this is completely unacceptable. I have a budget review meeting tomorrow morning and I need these billing reports TODAY. The Iceberg Billing System is supposed to be your most reliable feature and it's completely dead.

I'm seriously considering switching to a different analytics platform if this kind of instability continues. Fix this NOW or I'm canceling my subscription. This is costing me real money and time I don't have.",Escalated to L2 support.
SP-2025-00836,2025-03-31,2025-03-31 21:23:12.434,CUS-50168,Enterprise,Mobile App,High,Resolved,Peak Notification Center,Technical,Negative,2,52,URGENT: Peak Notification Center completely broken - GLACIER-404 errors blocking critical operations,"This is absolutely unacceptable. Our Peak Notification Center has been completely non-functional for the past 6 hours, throwing constant GLACIER-404 errors every time we try to access critical alert configurations. This is severely impacting our ability to monitor our data pipelines and respond to system anomalies.

I'm accessing this through the mobile app on my Surface Pro running Edge browser, and the issue persists across multiple devices and team members. When attempting to view or configure peak notifications, the system immediately fails with error code GLACIER-404, followed by a generic 'Service temporarily unavailable' message.

We've already attempted the following troubleshooting steps:
- Cleared browser cache and cookies
- Logged out and back in multiple times
- Tried accessing through different network connections
- Attempted to use the Avalanche API as a workaround, but it's also returning the same GLACIER-404 error when querying notification endpoints
- Restarted the mobile app and tried on different devices

This is completely disrupting our operations. We have SLA commitments to our clients that depend on these notifications working properly. The Peak Notification Center is supposed to be one of your flagship features, and right now it's worse than useless - it's actively preventing us from doing our jobs.

As an Enterprise customer paying premium rates, I expect immediate escalation and resolution. We need this fixed within the next 2 hours or we'll be forced to consider alternative solutions. This level of service reliability is frankly embarrassing for a platform of Snow InsAIght's supposed caliber.",Escalated to L2 support. Requested additional system logs. Enterprise customer - prioritized handling.
SP-2025-00837,2025-04-16,2025-04-16 18:25:12.434,CUS-90165,Pro,Phone,Low,Resolved,Blizzard Admin Panel,Technical,Neutral,24,227,PEAK-TIMEOUT Error When Accessing Glacier Reports in Blizzard Admin Panel,"Hi, so I'm calling because we're having an issue with our Blizzard Admin Panel - specifically when trying to access our Glacier Reports. Um, let me give you the details here. So when our team tries to load any of the Glacier Reports through the admin panel, we're getting this error code PEAK-TIMEOUT, and it's been happening consistently for the past two days now. We've tried refreshing the browser, clearing cache, even tried different browsers - Chrome, Firefox, Edge - same issue across all of them. Our IT team also checked our SAML configuration thinking it might be an authentication timeout issue, but that all looks correct on our end. The weird thing is, other features in the Blizzard Admin Panel are working fine - we can access user management, system settings, all that stuff loads normally. It's just specifically the Glacier Reports section that's timing out. We tried accessing it at different times of day thinking maybe it was a peak usage thing, but no luck there either. One of our analysts mentioned that the reports were loading really slowly last week before they stopped working completely, so maybe there's some kind of performance issue building up? We're on the Pro tier, so this is pretty critical for our daily operations since we rely on those reports for our morning briefings. Can you check if there's something going on with the Glacier Reports service or if there's a known issue with PEAK-TIMEOUT errors? Thanks.",Requested additional system logs.
SP-2025-00838,2025-04-24,2025-04-24 00:13:12.434,CUS-48015,Basic,Email,Low,Closed,Crystal Integration Hub,Feature Request,Negative,39,290,Crystal Integration Hub Missing Critical Real-Time Data Sync - Urgent Enhancement Needed,"Dear Snow InsAIght Support Team,

I am writing to express my serious frustration with the current limitations of the Crystal Integration Hub. As a Basic tier customer, I expected more robust functionality from what you market as a ""leading"" data analytics platform.

The primary issue is the complete absence of real-time data synchronization capabilities within Crystal Integration Hub. Currently, we're forced to rely on batch processing that runs every 4-6 hours, which is absolutely unacceptable for our business operations. This delay makes our dashboards practically useless for time-sensitive decision making.

Our current workaround involves manually exporting data from Crystal Integration Hub and importing it into external tools just to get near real-time visibility. This defeats the entire purpose of having an integrated platform and wastes countless hours of our team's time.

Competitors like Tableau and PowerBI offer seamless real-time streaming data connections in their basic packages. It's disappointing that Snow InsAIght, despite its premium positioning, lacks this fundamental capability. We're seriously considering switching platforms if this isn't addressed soon.

What we desperately need:
- Real-time data streaming capabilities in Crystal Integration Hub
- Configurable sync intervals (minimum every 15 minutes)
- Better error handling for failed sync attempts
- Real-time status indicators for data freshness

This enhancement is critical for our quarterly reporting and daily operational dashboards. The current limitations are impacting our ability to serve our clients effectively and putting our business at a competitive disadvantage.

I expect a concrete timeline for when these features will be available, not just vague promises about ""future releases.""

Regards,
Michael Chen
Data Operations Manager
TechFlow Solutions",Initial triage completed.
SP-2025-00839,2025-03-28,2025-03-28 21:21:12.434,CUS-70313,Enterprise,Web Form,Low,New,Peak Notification Center,Feature Request,Negative,8,417,Peak Notification Center lacks critical real-time alerting capabilities - urgent enhancement needed,"I'm writing to express my significant frustration with the current limitations of Snow InsAIght's Peak Notification Center. As an Enterprise customer managing multiple data pipelines across our organization, the current notification system is frankly inadequate for our operational needs.

The primary issue is the lack of real-time alerting capabilities. Currently, we're only receiving batch notifications every 15-30 minutes, which is completely unacceptable when dealing with critical data anomalies or system failures. By the time we receive alerts about query performance degradation or resource consumption spikes, we've already lost valuable time and potentially impacted our downstream analytics processes.

What we desperately need is:
1. Sub-minute real-time alerting (ideally within 30 seconds of threshold breach)
2. Customizable escalation workflows with multiple notification channels (Slack, PagerDuty, email)
3. Smart alert grouping to prevent notification flooding
4. Advanced filtering options based on warehouse size, query complexity, and user roles

Our current workaround involves running custom monitoring scripts every 60 seconds against your APIs, which is both resource-intensive and unreliable. Meanwhile, competitors like Databricks and Snowflake offer sophisticated real-time monitoring with immediate alerting capabilities.

This limitation is seriously impacting our operational efficiency and forcing us to consider alternative solutions. Given our substantial investment in Snow InsAIght ($500K+ annually), we expect enterprise-grade monitoring capabilities. Our executive team is questioning the platform's value proposition when basic operational alerts arrive too late to be actionable.

We need this enhancement prioritized immediately, as it's becoming a deal-breaker for our continued partnership.",Enterprise customer - prioritized handling.
